Artist,Nacionality,Gender,BirthYear,DeathYear,TotalArtwork,Categories
Lothar Baumgarten,German,Male,1944,-1,3,"{""Prints & Illustrated Books"": 3}"
Edward Bawden,British,Male,1903,1989,1,"{""Architecture & Design"": 1}"
Iain Baxter&,Canadian,Male,1936,-1,2,"{""Prints & Illustrated Books"": 2}"
Hippolyte Bayard,French,Male,1801,1887,26,"{""Photography"": 26}"
Herbert Bayer,American,Male,1900,1985,154,"{""Architecture & Design"": 126, ""Drawings"": 2, ""Photography"": 4, ""Prints & Illustrated Books"": 21, ""Painting & Sculpture"": 1}"
Ed Baynard,American,Male,1940,-1,2,"{""Prints & Illustrated Books"": 2}"
Thomas Bayrle,German,Male,1937,-1,11,"{""Prints & Illustrated Books"": 10, ""Drawings"": 1}"
Douglas Baz,American,Male,1943,-1,2,"{""Photography"": 2}"
Jean Bazaine,French,Male,1904,2001,1,"{""Painting & Sculpture"": 1}"
Castera Bazile,Haitian,Male,1923,1966,1,"{""Prints & Illustrated Books"": 1}"
William Baziotes,American,Male,1912,1963,4,"{""Drawings"": 2, ""Painting & Sculpture"": 2}"
Gifford Beal,American,Male,1879,1956,3,"{""Prints & Illustrated Books"": 3}"
Jack Beal,American,Male,1931,2013,4,"{""Drawings"": 2, ""Prints & Illustrated Books"": 2}"
Lester Beall,American,Male,1903,1969,14,"{""Architecture & Design"": 14}"
Mark Beard,American,Male,1956,-1,17,"{""Prints & Illustrated Books"": 17}"
Romare Bearden,American,Male,1911,1988,20,"{""Drawings"": 8, ""Prints & Illustrated Books"": 6, ""Painting & Sculpture"": 2, ""Photography"": 4}"
Aubrey Beardsley,British,Male,1872,1898,3,"{""Architecture & Design"": 3}"
Bruce Beasley,American,Male,1939,-1,1,"{""Painting & Sculpture"": 1}"
Felice Beato,Italian,Male,1825,1903,93,"{""Photography"": 93}"
Cecil Beaton,British,Male,1904,1980,4,"{""Photography"": 4}"
Robert Beauchamp,American,Male,1923,1995,1,"{""Painting & Sculpture"": 1}"
André Beaudin,French,Male,1895,1975,25,"{""Prints & Illustrated Books"": 25}"
Alessandro Becchi,Italian,Male,1946,-1,1,"{""Architecture & Design"": 1}"
Thelma Becherer,American,Female,1916,2008,1,"{""Architecture & Design"": 1}"
Robert Bechtle,American,Male,1932,-1,7,"{""Prints & Illustrated Books"": 4, ""Drawings"": 3}"
Gustav K. Beck,Austrian,Male,1902,1983,1,"{""Architecture & Design"": 1}"
Fred Becker,American,Male,1913,2004,1,"{""Prints & Illustrated Books"": 1}"
Bill Beckley,American,Male,1946,-1,3,"{""Drawings"": 1, ""Photography"": 2}"
Max Beckmann,German,Male,1884,1950,220,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 206, ""Drawings"": 8, ""Painting & Sculpture"": 5}"
Francis Bedford,British,Male,1816,1894,28,"{""Photography"": 28}"
René Beeh,German,Male,1886,1922,6,"{""Prints & Illustrated Books"": 6}"
Jan Bontjes van Beek,German,Male,1899,1969,1,"{""Architecture & Design"": 1}"
Chris Hendrik Beekman,Dutch,Male,1887,1964,3,"{""Drawings"": 3}"
Max Beerbohm,British,Male,1872,1956,1,"{""Drawings"": 1}"
Hedda Beese,German,Female,1944,-1,1,"{""Architecture & Design"": 1}"
Peter Behrens,German,Male,1868,1940,12,"{""Architecture & Design"": 12}"
Edith Behring,Brazilian,Female,1916,1996,1,"{""Prints & Illustrated Books"": 1}"
John Behringer,American,Male,1939,-1,1,"{""Architecture & Design"": 1}"
J. J. Beljon,Dutch,Male,1922,2002,1,"{""Prints & Illustrated Books"": 1}"
Alistair Macready Bell,Canadian,Male,1913,1997,2,"{""Prints & Illustrated Books"": 2}"
Charles M. Bell,American,Male,1848,1893,1,"{""Photography"": 1}"
Larry Bell,American,Male,1939,-1,9,"{""Prints & Illustrated Books"": 8, ""Painting & Sculpture"": 1}"
Vanessa Bell,British,Female,1879,1961,4,"{""Architecture & Design"": 2, ""Drawings"": 2}"
William H. Bell,American,Male,1830,1910,1,"{""Photography"": 1}"
Joseph Bellanca,American,Male,1930,-1,3,"{""Photography"": 3}"
John Bellany,British,Male,1942,2013,18,"{""Prints & Illustrated Books"": 18}"
Rudolf Belling,German,Male,1886,1972,3,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 2}"
Mario Bellini,Italian,Male,1935,-1,25,"{""Architecture & Design"": 25}"
Hans Bellmer,German,Male,1902,1975,58,"{""Prints & Illustrated Books"": 24, ""Drawings"": 3, ""Photography"": 29, ""Painting & Sculpture"": 2}"
Ernest J. Bellocq,American,Male,1873,1949,51,"{""Photography"": 51}"
George Bellows,American,Male,1882,1925,10,"{""Drawings"": 1, ""Prints & Illustrated Books"": 9}"
Rossella Bellusci,Italian,Female,1947,-1,1,"{""Photography"": 1}"
Giandomenico Belotti,Italian,Male,1922,-1,2,"{""Architecture & Design"": 2}"
Christian Belpaire,Congolese,Male,1949,-1,2,"{""Photography"": 2}"
Antoli Pawlowitsch Belski,Russian,Male,1896,1971,2,"{""Architecture & Design"": 2}"
Ahron Ben-Shmuel,American,Male,1903,1984,1,"{""Painting & Sculpture"": 1}"
Ben-Zion,American,Male,1897,1987,21,"{""Prints & Illustrated Books"": 20, ""Drawings"": 1}"
Adolf Benca,American,Male,1959,-1,2,"{""Prints & Illustrated Books"": 2}"
W. T. Benda,American,Male,1873,1948,2,"{""Architecture & Design"": 2}"
Niels Sylvester Bendtsen,Danish,Male,1943,-1,1,"{""Architecture & Design"": 1}"
Nair Benedicto,Brazilian,Female,1940,-1,2,"{""Photography"": 2}"
Luis Fernando Benedit,Argentine,Male,1937,2011,28,"{""Drawings"": 27, ""Painting & Sculpture"": 1}"
G. A. Beneker,American,Male,1882,1934,1,"{""Architecture & Design"": 1}"
Lynda Benglis,American,Female,1941,-1,17,"{""Painting & Sculpture"": 7, ""Media and Performance Art"": 10}"
Billy Al Bengston,American,Male,1934,-1,55,"{""Prints & Illustrated Books"": 54, ""Painting & Sculpture"": 1}"
Jim Bengston,American,Male,1942,-1,7,"{""Photography"": 7}"
Gordon Bennett,American,Male,1933,2012,2,"{""Photography"": 2}"
Henry Hamilton Bennett,American,Male,1843,1908,13,"{""Photography"": 13}"
Ward Bennett,American,Male,1917,2003,14,"{""Architecture & Design"": 14}"
Alexander Benois,Russian,Male,1870,1960,1,"{""Drawings"": 1}"
David Bentley,American,Male,1938,-1,1,"{""Photography"": 1}"
Nicholas Bentley,British,Male,1907,1978,2,"{""Architecture & Design"": 2}"
Thomas Hart Benton,American,Male,1889,1975,8,"{""Drawings"": 1, ""Prints & Illustrated Books"": 6, ""Painting & Sculpture"": 1}"
Roloff Beny,Canadian,Male,1924,1984,23,"{""Prints & Illustrated Books"": 23}"
Etienne (Istvan) Béothy,Hungarian,Male,1897,1962,1,"{""Painting & Sculpture"": 1}"
Christian Bérard,French,Male,1902,1949,5,"{""Prints & Illustrated Books"": 1, ""Drawings"": 1, ""Painting & Sculpture"": 3}"
Roberto Berdecio,Bolivian,Male,1913,1996,1,"{""Painting & Sculpture"": 1}"
Vera Berdich,American,Female,1915,2003,1,"{""Prints & Illustrated Books"": 1}"
Ed Bereal,American,Male,1937,-1,1,"{""Prints & Illustrated Books"": 1}"
Stephen Lynn Berens,American,Male,1952,-1,1,"{""Photography"": 1}"
Charles Berger,American,Male,1943,-1,1,"{""Photography"": 1}"
Jason Berger,American,Male,1924,2010,1,"{""Prints & Illustrated Books"": 1}"
Hagbard Elis Bergh,Swedish,Male,1881,1954,2,"{""Architecture & Design"": 2}"
Ella Bergmann-Michel,German,Female,1896,1971,1,"{""Drawings"": 1}"
Henryk Berlewi,Polish,Male,1894,1967,7,"{""Drawings"": 1, ""Architecture & Design"": 6}"
Eugene Berman,American,Male,1899,1972,102,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 62, ""Drawings"": 34, ""Painting & Sculpture"": 5}"
Mieczyslaw Berman,Polish,Male,1903,1975,2,"{""Photography"": 2}"
Sarah Berman,American,Female,1895,1957,1,"{""Prints & Illustrated Books"": 1}"
Wallace Berman,American,Male,1926,1976,5,"{""Prints & Illustrated Books"": 4, ""Film"": 1}"
Zeke Berman,American,Male,1951,-1,20,"{""Photography"": 20}"
Cundo Bermúdez,Cuban,Male,1914,2008,2,"{""Painting & Sculpture"": 2}"
José Ygnacio Bermudez,Cuban,Male,1922,1988,3,"{""Drawings"": 3}"
Camille Bernabé,French,Male,1808,1900,4,"{""Photography"": 4}"
Émile Bernard,French,Male,1868,1941,631,"{""Prints & Illustrated Books"": 630, ""Painting & Sculpture"": 1}"
Francis Bernard,French,Male,1900,1979,1,"{""Architecture & Design"": 1}"
Valère Bernard,French,Male,1860,1936,1,"{""Prints & Illustrated Books"": 1}"
Jerry Berndt,American,Male,1943,2013,1,"{""Photography"": 1}"
Lucian Bernhard,American,Male,1883,1972,11,"{""Architecture & Design"": 11}"
Ruth Bernhard,American,Female,1905,2006,3,"{""Photography"": 3}"
Antonio Berni,Argentine,Male,1905,1981,9,"{""Prints & Illustrated Books"": 8, ""Painting & Sculpture"": 1}"
Janez Bernik,Yugoslav,Male,1933,-1,3,"{""Prints & Illustrated Books"": 3}"
Judith Bernstein,American,Female,1942,-1,2,"{""Prints & Illustrated Books"": 2}"
Richard Bernstein,American,Male,1939,2002,1,"{""Architecture & Design"": 1}"
Jean Berque,French,Male,1896,1954,2,"{""Prints & Illustrated Books"": 2}"
Miguel Ortiz Berrocal,Spanish,Male,1933,2006,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Berthold-Mahn (Charles Désiré),French,Male,1893,1975,2,"{""Prints & Illustrated Books"": 2}"
René Bertholo,Portuguese,Male,1935,2005,2,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1}"
Paul Berthon,French,Male,1872,1909,2,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 1}"
Jake Berthot,American,Male,1939,2014,35,"{""Drawings"": 29, ""Painting & Sculpture"": 6}"
Gianni Bertini,Italian,Male,1922,-1,1,"{""Prints & Illustrated Books"": 1}"
Harry Bertoia,American,Male,1915,1978,6,"{""Architecture & Design"": 3, ""Prints & Illustrated Books"": 3}"
Albert Besnard,French,Male,1849,1934,1,"{""Prints & Illustrated Books"": 1}"
Forrest Bess,American,Male,1911,1977,2,"{""Painting & Sculpture"": 2}"
Alan Randall Best,Canadian,Male,1958,-1,1,"{""Architecture & Design"": 1}"
Pierre Betz,French,Male,1899,1969,4,"{""Photography"": 4}"
Wim Beuning,Dutch,Male,1914,1986,1,"{""Prints & Illustrated Books"": 1}"
Joseph Beuys,German,Male,1921,1986,93,"{""Prints & Illustrated Books"": 42, ""Drawings"": 36, ""Painting & Sculpture"": 14, ""Media and Performance Art"": 1}"
Thomas Bewick,British,Male,1753,1828,324,"{""Prints & Illustrated Books"": 324}"
Jyoti Bhatt,Indian,Male,1934,-1,2,"{""Prints & Illustrated Books"": 2}"
Domenico Bianchi,Italian,Male,1955,-1,2,"{""Drawings"": 2}"
Pamela Bianco,American,Female,1906,1994,1,"{""Painting & Sculpture"": 1}"
Fulvio Bianconi,Italian,Male,1915,1996,5,"{""Architecture & Design"": 5}"
Alberto Biasi,Italian,Male,1937,-1,1,"{""Prints & Illustrated Books"": 1}"
Guido Biasi,Italian,Male,1933,-1,1,"{""Prints & Illustrated Books"": 1}"
Ashley Bickerton,British,Male,1959,-1,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
George Biddle,American,Male,1885,1973,5,"{""Prints & Illustrated Books"": 5}"
Charles Biederman,American,Male,1906,2004,2,"{""Painting & Sculpture"": 2}"
James Biederman,American,Male,1947,-1,3,"{""Drawings"": 3}"
Aenne Biermann,German,Female,1898,1933,8,"{""Photography"": 8}"
Wilson Bigaud,Haitian,Male,1931,2010,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Max Bill,Swiss,Male,1908,1994,38,"{""Architecture & Design"": 31, ""Prints & Illustrated Books"": 5, ""Painting & Sculpture"": 2}"
Joseph Binder,American,Male,1898,1972,7,"{""Architecture & Design"": 7}"
Ilse Bing,American,Female,1899,1998,101,"{""Photography"": 101}"
Robert J. Bingham,British,Male,1824,1870,4,"{""Photography"": 4}"
Manfred Bingler,Swiss,Male,1928,-1,3,"{""Architecture & Design"": 3}"
Peter Birkhauser,Swiss,Male,1911,1976,3,"{""Architecture & Design"": 3}"
Robert Birmelin,American,Male,1933,-1,9,"{""Drawings"": 2, ""Prints & Illustrated Books"": 7}"
Werner Bischof,Swiss,Male,1916,1954,5,"{""Photography"": 5}"
Elmer Bischoff,American,Male,1916,1991,1,"{""Painting & Sculpture"": 1}"
Isabel Bishop,American,Female,1902,1988,10,"{""Prints & Illustrated Books"": 10}"
James Bishop,American,Male,1927,-1,3,"{""Painting & Sculpture"": 1, ""Drawings"": 2}"
Michael Bishop,American,Male,1946,-1,1,"{""Photography"": 1}"
Maureen Bisilliat,American,Female,1931,-1,1,"{""Photography"": 1}"
Antonio Bisquert Pérez,Spanish,Male,1906,1990,1,"{""Architecture & Design"": 1}"
Julius Bissier,German,Male,1893,1965,8,"{""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 4, ""Drawings"": 1}"
Roger Bissière,French,Male,1888,1964,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
George Bissill,British,Male,1896,1973,2,"{""Architecture & Design"": 2}"
Arnold Bittleman,American,Male,1933,1985,3,"{""Drawings"": 3}"
Dolores Dembus Bittleman,American,Female,1931,-1,1,"{""Architecture & Design"": 1}"
Ion Bitzan,Romanian,Male,1924,1997,2,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1}"
Judith Black,American,Female,1945,-1,2,"{""Photography"": 2}"
James Wallace Black,American,Male,1825,1896,1,"{""Photography"": 1}"
Wendell Black,American,Male,1919,1972,5,"{""Prints & Illustrated Books"": 5}"
Elizabeth Blackadder,British,Female,1931,-1,2,"{""Prints & Illustrated Books"": 2}"
Morris Blackburn,American,Male,1902,1979,3,"{""Prints & Illustrated Books"": 3}"
Tom Blackwell,American,Male,1938,-1,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Ronald Bladen,American,Male,1918,1988,10,"{""Drawings"": 5, ""Painting & Sculpture"": 5}"
Nell Blaine,American,Female,1922,1996,13,"{""Prints & Illustrated Books"": 13}"
Jean-Charles Blais,French,Male,1956,-1,5,"{""Prints & Illustrated Books"": 5}"
Jeffrey Blake,American,Male,1954,-1,1,"{""Photography"": 1}"
Peter Blake,British,Male,1932,-1,22,"{""Drawings"": 3, ""Prints & Illustrated Books"": 19}"
Werner Blaser,Swiss,Male,1924,-1,2,"{""Architecture & Design"": 2}"
Edwin Howland Blashfield,American,Male,1848,1936,1,"{""Architecture & Design"": 1}"
Arbit Blatas,American,Male,1908,1999,1,"{""Painting & Sculpture"": 1}"
Ross Bleckner,American,Male,1949,-1,4,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 2}"
René Bleibtreu,French,Male,1920,-1,2,"{""Architecture & Design"": 2}"
André Bloc,Nationality unknown,Male,1896,1966,1,"{""Prints & Illustrated Books"": 1}"
Albert Bloch,American,Male,1882,1961,1,"{""Painting & Sculpture"": 1}"
Julius Thiengen Bloch,American,Male,1888,1966,4,"{""Prints & Illustrated Books"": 4}"
Pierrette Bloch,French,Female,1928,-1,3,"{""Architecture & Design"": 3}"
Gay Block,American,Female,1942,-1,37,"{""Photography"": 37}"
Barbara Bloom,American,Female,1951,-1,15,"{""Prints & Illustrated Books"": 2, ""Photography"": 13}"
Hyman Bloom,American,Male,1913,2009,2,"{""Painting & Sculpture"": 2}"
Vern Blosum,American,Male,1936,-1,1,"{""Painting & Sculpture"": 1}"
Sandra Blow,British,Female,1925,2006,1,"{""Painting & Sculpture"": 1}"
Oscar Bluemner,American,Male,1867,1938,2,"{""Drawings"": 2}"
Norman Bluhm,American,Male,1920,1999,6,"{""Prints & Illustrated Books"": 5, ""Painting & Sculpture"": 1}"
Donald Blumberg,American,Male,1935,-1,1,"{""Photography"": 1}"
Bernhard Blume,German,Male,1937,2011,1,"{""Photography"": 1}"
Peter Blume,American,Male,1906,1992,18,"{""Drawings"": 13, ""Painting & Sculpture"": 5}"
Erwin Blumenfeld,German,Male,1897,1969,3,"{""Photography"": 3}"
Instituto Lina Bo e Pietro Maria Bardi,Brazilian,Female,1914,1992,1,"{""Architecture & Design"": 1}"
Marcello Boccacci,Italian,Male,1914,1996,1,"{""Drawings"": 1}"
Umberto Boccioni,Italian,Male,1882,1916,20,"{""Drawings"": 11, ""Painting & Sculpture"": 9}"
Mel Bochner,American,Male,1940,-1,50,"{""Prints & Illustrated Books"": 20, ""Drawings"": 23, ""Painting & Sculpture"": 7}"
Bengt Böckman,Swedish,Male,1936,-1,2,"{""Prints & Illustrated Books"": 2}"
Alighiero Boetti,Italian,Male,1940,1994,283,"{""Prints & Illustrated Books"": 271, ""Painting & Sculpture"": 2, ""Drawings"": 10}"
Marinus Boezem,Dutch,Male,1934,-1,5,"{""Prints & Illustrated Books"": 2, ""Drawings"": 3}"
Ricardo Bofill,Spanish,Male,1939,-1,16,"{""Architecture & Design"": 16}"
Arthur Emil Bofinger,Swiss,Male,1909,-1,1,"{""Architecture & Design"": 1}"
Varujan Boghosian,American,Male,1926,-1,18,"{""Drawings"": 1, ""Prints & Illustrated Books"": 17}"
Theodor Bogler,German,Male,1897,1968,3,"{""Architecture & Design"": 3}"
Alexander Bogomazov,Russian,Male,1880,1930,6,"{""Drawings"": 6}"
Blythe Bohnen,American,Female,1940,-1,3,"{""Drawings"": 2, ""Photography"": 1}"
Olaf von Bohr,Austrian,Male,1927,-1,1,"{""Architecture & Design"": 1}"
Karl Bohrmann,German,Male,1928,1998,34,"{""Prints & Illustrated Books"": 34}"
Bruce Boice,American,Male,1941,-1,1,"{""Painting & Sculpture"": 1}"
Richard Boix,Spanish,Male,1894,1949,1,"{""Drawings"": 1}"
Jakob (Jack) Friedrich Bollschweiler,German,Male,1888,1938,2,"{""Prints & Illustrated Books"": 2}"
Roger Bolomey,American,Male,1918,-1,1,"{""Painting & Sculpture"": 1}"
Jay Bolotin,American,Male,1949,-1,39,"{""Prints & Illustrated Books"": 39}"
Ilya Bolotowsky,American,Male,1907,1981,7,"{""Drawings"": 1, ""Prints & Illustrated Books"": 4, ""Painting & Sculpture"": 2}"
Christian Boltanski,French,Male,1944,-1,296,"{""Prints & Illustrated Books"": 295, ""Painting & Sculpture"": 1}"
Michael Bolus,British,Male,1934,2013,1,"{""Painting & Sculpture"": 1}"
David Bomberg,British,Male,1890,1957,10,"{""Prints & Illustrated Books"": 8, ""Drawings"": 2}"
Camille Bombois,French,Male,1883,1970,1,"{""Painting & Sculpture"": 1}"
Bona,Italian,Female,1926,-1,1,"{""Prints & Illustrated Books"": 1}"
Muirhead Bone,British,Male,1876,1953,1,"{""Prints & Illustrated Books"": 1}"
Rodolfo Bonetto,Italian,Male,1929,1991,4,"{""Architecture & Design"": 4}"
Marcelo Bonevardi,Argentine,Male,1929,1994,1,"{""Painting & Sculpture"": 1}"
Felix Bonfils,French,Male,1831,1885,1,"{""Photography"": 1}"
Dusti Bongé,American,Female,1903,1993,1,"{""Drawings"": 1}"
Paolo Boni,Italian,Male,1926,-1,4,"{""Prints & Illustrated Books"": 4}"
Pierre Bonnard,French,Male,1867,1947,894,"{""Prints & Illustrated Books"": 885, ""Drawings"": 4, ""Painting & Sculpture"": 5}"
Maria Bonomi,Brazilian,Female,1935,-1,1,"{""Prints & Illustrated Books"": 1}"
Lee Bontecou,American,Female,1931,-1,54,"{""Prints & Illustrated Books"": 35, ""Drawings"": 15, ""Painting & Sculpture"": 4}"
Fabio Bonzi,Italian,Male,1943,-1,1,"{""Drawings"": 1}"
Peter Booth,Australian,Male,1940,-1,4,"{""Drawings"": 4}"
Osvaldo Borda,Argentine,Male,1929,-1,1,"{""Drawings"": 1}"
Enrico Bordoni,Italian,Male,1904,1969,11,"{""Prints & Illustrated Books"": 11}"
Paul-Émile Borduas,Canadian,Male,1905,1960,2,"{""Drawings"": 1, ""Painting & Sculpture"": 1}"
Francisco Borès,Spanish,Male,1898,1972,1,"{""Painting & Sculpture"": 1}"
Jonathan Borofsky,American,Male,1942,-1,11,"{""Drawings"": 4, ""Prints & Illustrated Books"": 6, ""Painting & Sculpture"": 1}"
Elena Borstein,American,Female,1946,-1,1,"{""Drawings"": 1}"
Sándor (Alexander) Bortnyik,Hungarian,Male,1893,1976,16,"{""Drawings"": 1, ""Prints & Illustrated Books"": 12, ""Painting & Sculpture"": 1, ""Architecture & Design"": 2}"
Fritz Boscovits,Swiss,Male,1871,1965,1,"{""Architecture & Design"": 1}"
Derek Boshier,British,Male,1937,-1,1,"{""Prints & Illustrated Books"": 1}"
Richard Bosman,Australian,Male,1944,-1,49,"{""Prints & Illustrated Books"": 48, ""Painting & Sculpture"": 1}"
Rodolphe-Théophile Bosshard,Swiss,Male,1889,1960,2,"{""Prints & Illustrated Books"": 2}"
Check  Boterf,American,Male,1934,-1,1,"{""Painting & Sculpture"": 1}"
Fernando Botero,Colombian,Male,1932,-1,4,"{""Drawings"": 2, ""Painting & Sculpture"": 2}"
Dorr Bothwell,American,Female,1902,2000,1,"{""Prints & Illustrated Books"": 1}"
Mario Botta,Swiss,Male,1943,-1,34,"{""Architecture & Design"": 34}"
Kenneth J. Botto,American,Male,1937,-1,3,"{""Photography"": 3}"
Édouard Boubat,French,Male,1923,1999,5,"{""Photography"": 5}"
René Robert Bouché,American,Male,1905,1963,3,"{""Drawings"": 2, ""Painting & Sculpture"": 1}"
Alice Boughton,American,Female,1865,1943,1,"{""Photography"": 1}"
Firmin Bouisset,French,Male,1859,1925,3,"{""Architecture & Design"": 2, ""Prints & Illustrated Books"": 1}"
Christine Boumeester,Dutch,Female,1904,1971,1,"{""Prints & Illustrated Books"": 1}"
Louis Bouquet,French,Male,1885,1952,1,"{""Prints & Illustrated Books"": 1}"
Harry Bouras,American,Male,1931,1993,7,"{""Drawings"": 5, ""Prints & Illustrated Books"": 2}"
Émile-Antoine Bourdelle,French,Male,1861,1929,4,"{""Drawings"": 2, ""Painting & Sculpture"": 2}"
Louise Bourgeois,American,Female,1911,2010,3318,"{""Prints & Illustrated Books"": 3264, ""Drawings"": 43, ""Painting & Sculpture"": 11}"
Fergus Bourke,Irish,Male,1934,2004,7,"{""Photography"": 7}"
Margaret Bourke-White,American,Female,1904,1971,63,"{""Photography"": 63}"
Samuel Bourne,British,Male,1834,1912,2,"{""Photography"": 2}"
Jean-Louis Boussingault,French,Male,1883,1943,3,"{""Prints & Illustrated Books"": 3}"
